_ID	PUZZLE	BEGIN	END	DURATION	PARENT	CHILD	NOTE
66	48	2.4	3.08	0.68			48 piece puzzle
66	48	5.2	5.73	0.53		*noises*	
66	48	5.87	6.52	0.65			experimenter out
66	48	8.67	10.26	1.59	okay, let's separate it, yeah?		
66	48	10.42	11.05	0.63		###	
66	48	11.94	13.44	1.5		I have my pear	
66	48	13.45	16.49	3.04	you have your pear?  ### so you wanna put it down?		
66	48	17.38	17.89	0.51		no	
66	48	18.53	20.12	1.59	but who's supposed to do the puzzle?		
66	48	20.15	21.28	1.13		you can do it	
66	48	21.29	22.47	1.18	you already good?		
66	48	22.51	23.07	0.56		yeah	
66	48	23.04	23.52	0.48	okay		
66	48	24.38	29.17	4.79		*humming*	
66	48	28.63	30.99	2.36	okay we knew this was animals, yeah?		
66	48	33.91	36.16	2.25		I did animal puzzle, too
66	48	37.14	38.05	0.91		myself
66	48	38.46	40.96	2.5	yourself, yeah, all by yourself?	
66	48	41.08	45.12	4.04		yeah, and then she was doing her- it herself
66	48	44.75	46.89	2.14	okay, let's mix it mix it	
66	48	47.51	49.69	2.18		mix it mix it mix it
66	48	48.71	50.4	1.69	mix the pieces yeah	
66	48	50.5	51.38	0.88		mix it
66	48	51.39	51.92	0.53	okay	
66	48	52.84	53.31	0.47		now
66	48	53.89	55.71	1.82	so now we push them over here	
66	48	58.13	58.87	0.74	okay	
66	48	59.28	61.2	1.92	you wanna do the butterfly, yeah?	
66	48	61.36	61.9	0.54		yeah
66	48	62.78	63.32	0.54	okay	
66	48	67.8	71.39	3.59	so maybe you need all the pieces from butterfly, can you find all of them?	
66	48	71.67	75.85	4.18		I found one piece, I found one piece, found one piece *noises*
66	48	75.86	78.04	2.18	oh okay mommy will get it for you	
66	48	78.05	79.65	1.6		### I found one piece
66	48	79.47	80.48	1.01	you found one piece	
66	48	82.19	83.16	0.97		thank you
66	48	83.17	84.0	0.83	mm-hmm	
66	48	84.14	85.06	0.92	is there more?	
66	48	85.83	86.36	0.53		###
66	48	87.08	87.99	0.91		yes there's one!
66	48	88.06	88.84	0.78	there is one	
66	48	89.79	90.5	0.71		and there's one
66	48	90.54	92.05	1.51	there is another one okay	
66	48	93.14	95.22	2.08	okay so look, mommy's gonna	
66	48	95.6	97.52	1.92	you're gonna do the butterfly?	
66	48	99.05	99.63	0.58	okay	
66	48	103.91	106.26	2.35	mommy will start with the corners.  is that okay?	
66	48	106.51	106.94	0.43		yeah
66	48	114.61	115.31	0.7	try this	
66	48	116.24	116.97	0.73		yes!
66	48	117.17	118.6	1.43	yay it worked	
66	48	118.64	120.55	1.91		and then now this one
66	48	121.65	122.23	0.58	mm-hmm	
66	48	123.51	124.16	0.65		whoa
66	48	126.4	127.47	1.07		and
66	48	129.15	130.35	1.2		this one here
66	48	131.22	132.0	0.78	mm-hmm	
66	48	132.6	134.52	1.92	maybe we should put it over here, okay?	
66	48	135.43	136.55	1.12	okay	
66	48	139.17	141.55	2.38	I don't know whether to put this maybe in this corner	
66	48	141.63	142.07	0.44		Yeah
66	48	143.77	146.08	2.31	you think it goes in that corner, yeah?	
66	48	153.07	154.67	1.6		this one first
66	48	156.13	156.7	0.57		this
66	48	156.31	156.86	0.55	###	
66	48	157.62	159.11	1.49	I have the frog over here	
66	48	159.62	160.2	0.58		Yeah
66	48	165.21	165.83	0.62		mom?
66	48	167.34	167.89	0.55		mom?
66	48	168.92	172.82	3.9		why why we have mom why we have butterflies?
66	48	174.18	177.76	3.58	you know it's okay I think maybe that doesn't go there	
66	48	178.04	179.21	1.17		yes, it
66	48	179.26	180.45	1.19	maybe it goes here	
66	48	180.57	181.57	1.0	in this corner	
66	48	181.6	183.28	1.68		no shh it goes here
66	48	182.2	184.76	2.56	no I think it goes in that corner	
66	48	186.24	187.96	1.72		I know things
66	48	187.63	189.02	1.39	you know things, oh?	
66	48	189.5	190.14	0.64		no
66	48	193.6	194.43	0.83	mm-hmm	
66	48	196.17	198.07	1.9		and this one aah
66	48	198.28	198.72	0.44		here
66	48	204.98	207.17	2.19	okay, can we find pieces from here?	
66	48	208.59	210.21	1.62		hmm here's a piece
66	48	211.95	213.38	1.43	it doesn't fit together?	
66	48	213.4	213.89	0.49		yeah
66	48	214.28	214.93	0.65	this?	
66	48	215.21	216.34	1.13		up here yeah
66	48	217.51	218.24	0.73	okay	
66	48	218.91	221.02	2.11	so it actually did go in that corner	
66	48	222.22	224.82	2.6		oh look, I found some roses!
66	48	224.82	226.38	1.56	you found some roses?	
66	48	226.99	228.66	1.67		those go here
66	48	229.21	231.07	1.86		those go there
66	48	230.81	231.45	0.64	mm-hmm	
66	48	232.61	233.56	0.95	what is here?	
66	48	235.21	236.43	1.22		the jaguar
66	48	236.43	238.19	1.76	the jaguar *gasp*	
66	48	239.11	243.63	4.52		and the jaguar is is chasing the butterfly
66	48	243.63	245.3	1.67	mm-hmm	
66	48	245.24	245.73	0.49		###
66	48	245.45	246.54	1.09	and who is that?	
66	48	247.6	248.61	1.01		the frog
66	48	248.59	250.57	1.98	*gasp* the frog	
66	48	251.22	253.53	2.31	look, let's find another piece of jaguar	
66	48	254.38	256.42	2.04	can you find another piece of jaguar?	
66	48	256.4	258.55	2.15		I have a lot of pieces here
66	48	257.68	260.06	2.38	you found the eyes	
66	48	260.33	260.81	0.48		aah
66	48	261.86	262.45	0.59	good job	
66	48	262.75	264.55	1.8		I found a lot of pieces
66	48	264.44	266.13	1.69	okay, let's put them over here	
66	48	265.02	267.04	2.02		*gasp* snake!
66	48	267.02	268.16	1.14	let's put them over here	
66	48	267.99	268.66	0.67		snake?
66	48	269.1	271.29	2.19	yes I think it is a snake	
66	48	271.51	272.15	0.64	okay	
66	48	271.67	272.82	1.15		snake snake snake
66	48	272.75	273.9	1.15	can you do the eyes?	
66	48	274.62	275.98	1.36		yeah I can do the eyes
66	48	278.42	280.19	1.77		which one first?
66	48	279.31	281.03	1.72	where's another one with eyes?	
66	48	280.58	280.99	0.41		here
66	48	281.77	282.41	0.64	okay	
66	48	283.64	285.17	1.53		and then this one goes
66	48	284.46	285.37	0.91	mm-hmm	
66	48	286.19	286.97	0.78	good job	
66	48	287.98	289.36	1.38		this nose goes here
